cell_type,known_nt,known_nt_source,known_nt_confidence,species,region,hemilineage
MBE1b left,dopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE1b right,dopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE1c left,dopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE1c right,dopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE1d left,dopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE1d right,dopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE20 left,gaba,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE20 right,gaba,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE22 left,octopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE22 right,octopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE2a left,glutamate,"Eschbach, Fushiki et al. 2020b, Miroschnikow et al. 2018, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE2a right,glutamate,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE4a left,dopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE4a right,dopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE4f left,dopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE4f right,dopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE4g left,dopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE4g right,dopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE4h left,dopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE4h right,dopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE5a left,glutamate,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE5a right,glutamate,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE5b left,glutamate,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE5b right,glutamate,"Eschbach, Fushiki et al. 2020b, Miroschnikow et al. 2018, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE6 left,gaba,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE6 right,gaba,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE7a left,acetylcholine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE7a right,acetylcholine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE7b left,acetylcholine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE7b right,acetylcholine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE9a left,octopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE9a right,octopamine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE9b left,acetylcholine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MBE9b right,acetylcholine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Eichler, Li, Litwin-Kumar et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
MDNa_left; pair 1 left,acetylcholine,"Winding, Pedigo et al. 2023, Carreira-Rosario, Arzan Zarin, Clark et al. 2018",4,larval_drosophila_melanogaster,cns,unpublished
MDNa_right; pair 2 right,acetylcholine,"Winding, Pedigo et al. 2023, Carreira-Rosario, Arzan Zarin, Clark et al. 2018",4,larval_drosophila_melanogaster,cns,unpublished
MDNb_left; pair 2 left,acetylcholine,"Winding, Pedigo et al. 2023, Carreira-Rosario, Arzan Zarin, Clark et al. 2018",4,larval_drosophila_melanogaster,cns,unpublished
MDNb_right; pair 1 right,acetylcholine,"Winding, Pedigo et al. 2023, Carreira-Rosario, Arzan Zarin, Clark et al. 2018",4,larval_drosophila_melanogaster,cns,unpublished
NB5-2 lineage 6 (HMD X?)_a1l,gaba,"Winding, Pedigo et al. 2023, Mark et al. 2019",2,larval_drosophila_melanogaster,cns,unpublished
N_left,acetylcholine,"Eschbach, Fushiki et al. 2020, Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023",4,larval_drosophila_melanogaster,cns,unpublished
N_right,acetylcholine,"Eschbach, Fushiki et al. 2020, Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023",4,larval_drosophila_melanogaster,cns,unpublished
PDM-DN_left,acetylcholine,"Tastekin et al. 2018, Winding, Pedigo et al. 2023",4,larval_drosophila_melanogaster,cns,unpublished
PDM-DN_right,acetylcholine,"Tastekin et al. 2018, Winding, Pedigo et al. 2023",4,larval_drosophila_melanogaster,cns,unpublished
PVL09 left,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
PVL09 right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh5PR-1;left,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh5PR-1;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh5PR-2;left,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh5PR-2;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh5PR-3;left,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh5PR-3;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh5PR-4;left,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh5PR-4;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh5PR-5;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh5PR-6;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-10;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-1;left,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-1;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-2;left,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-2;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-3;left,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-3;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-4;left,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-4;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-5;left,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-5;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-6;left,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-6;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-7;left,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-7;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-8;left,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-8;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-9;left,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
Rh6PR-9;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
S ; Convergence Sibling AB Left; DALcm12 L m ant lat 2_left,gaba,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023",4,larval_drosophila_melanogaster,cns,unpublished
S ; Convergence Sibling AB Right; DALcm12 m ant lat 2_right,gaba,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023",4,larval_drosophila_melanogaster,cns,unpublished
SEZ-DN1_left,gaba,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018",4,larval_drosophila_melanogaster,cns,unpublished
SEZ-DN1_right,gaba,"Carreira-Rosario, Arzan Zarin, Clark et al. 2018",4,larval_drosophila_melanogaster,cns,unpublished
SJ: DALv23 L LAL dor pos 2_left,acetylcholine,"Eschbach, Fushiki et al. 2020, Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023",4,larval_drosophila_melanogaster,cns,unpublished
SJ: DALv23 L LAL dor pos 2_right,acetylcholine,"Eschbach, Fushiki et al. 2020, Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023",4,larval_drosophila_melanogaster,cns,unpublished
SP2-1;left,serotonin,"Winding, Pedigo et al. 2023",2,larval_drosophila_melanogaster,cns,unpublished
SP2-1;right,serotonin,"Winding, Pedigo et al. 2023",2,larval_drosophila_melanogaster,cns,unpublished
Saaghi-1_a2l (AAZ1 (A06l)),gaba,"Fushiki et al. 2016, Heckscher et al. 2015",4,larval_drosophila_melanogaster,cns,unpublished
Saaghi-1_a2r (AAZ1 (A06l)),gaba,"Fushiki et al. 2016, Heckscher et al. 2015",4,larval_drosophila_melanogaster,cns,unpublished
Saaghi-3_a2l (AAZ3 (A06e)),gaba,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
Saaghi-3_a2r (AAZ3 (A06e)),gaba,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
Saaghi-4_a1l (AAZ4  (A06g)),gaba,Mark et al. 2019,2,larval_drosophila_melanogaster,cns,unpublished
Saaghi-6_a1l (AAZ6  (A06b)),gaba,Mark et al. 2019,2,larval_drosophila_melanogaster,cns,unpublished
Thermo KC A_Left   -   Mushroom Body  Right,acetylcholine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",2,larval_drosophila_melanogaster,cns,unpublished
Thermo KC A_Right - Mushroom Body  Left,acetylcholine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",2,larval_drosophila_melanogaster,cns,unpublished
Thermo KC B_left - mbi2 - unknown,acetylcholine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",2,larval_drosophila_melanogaster,cns,unpublished
Thermo KC B_right - mbi2 - unknown,acetylcholine,"Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023, Eichler, Li, Litwin-Kumar et al. 2017",2,larval_drosophila_melanogaster,cns,unpublished
U ; Convergence Sibling; DALcm12 m ant lat 12_left,gaba,"Eschbach, Fushiki et al. 2020, Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023",4,larval_drosophila_melanogaster,cns,unpublished
U ; Convergence Sibling; DALcm12 m ant lat 12_right,gaba,"Eschbach, Fushiki et al. 2020, Eschbach, Fushiki et al. 2020b, Winding, Pedigo et al. 2023",4,larval_drosophila_melanogaster,cns,unpublished
a03d/e_a1l,acetylcholine,"Zarin, Mark et al. 2019, Mark et al. 2019",2,larval_drosophila_melanogaster,cns,unpublished
a03d/e_a1r,acetylcholine,"Zarin, Mark et al. 2019",2,larval_drosophila_melanogaster,cns,unpublished
a03d/e_a2l,acetylcholine,Fushiki et al. 2016,2,larval_drosophila_melanogaster,cns,unpublished
a03d/e_a2r,acetylcholine,Fushiki et al. 2016,2,larval_drosophila_melanogaster,cns,unpublished
bilateral L,glutamate,"Eschbach, Fushiki et al. 2020, Winding, Pedigo et al. 2023",4,larval_drosophila_melanogaster,cns,unpublished
bilateral R,glutamate,"Eschbach, Fushiki et al. 2020, Winding, Pedigo et al. 2023, Imambocus et al",4,larval_drosophila_melanogaster,cns,unpublished
bilateral-3 L,glutamate,"Eschbach, Fushiki et al. 2020, Winding, Pedigo et al. 2023",4,larval_drosophila_melanogaster,cns,unpublished
bilateral-3 R,glutamate,"Eschbach, Fushiki et al. 2020, Winding, Pedigo et al. 2023",4,larval_drosophila_melanogaster,cns,unpublished
broad D1 left,gaba,"Barnes et al. 2022, Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
broad D1 right,gaba,"Barnes et al. 2022, Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
broad D2 left,gaba,"Barnes et al. 2022, Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
broad D2 right,gaba,"Barnes et al. 2022, Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
broad T1 left,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
broad T1 right,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
broad T2 left,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
broad T2 right,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
broad T3 left,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
broad T3 right,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
choosy 1 left,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",2,larval_drosophila_melanogaster,cns,unpublished
choosy 1 right,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",2,larval_drosophila_melanogaster,cns,unpublished
choosy 2 left,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",2,larval_drosophila_melanogaster,cns,unpublished
choosy 2 right,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",2,larval_drosophila_melanogaster,cns,unpublished
dbd_a1l,acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
dbd_a1r,acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
dbd_a2l,acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
dbd_a2r,acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
dbd_t3l,acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
dbd_t3r,acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
ddaD_a1l (class I),acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
ddaD_a1r (class I),acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
ddaD_a2l,acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
ddaE_t3l,acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
ddaE_t3r,acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
dmd1_a1l,acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
dmd1_a1r,acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
keystone left,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
keystone right,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
lch5-1 a1l,acetylcholine,"Barnes et al. 2022, Jovanic et al. 2019, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
lch5-1 a1r,acetylcholine,"Barnes et al. 2022, Jovanic et al. 2019, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
lch5-2/4 a1l,acetylcholine,"Barnes et al. 2022, Jovanic et al. 2019, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
lch5-2/4 a1r,acetylcholine,"Barnes et al. 2022, Jovanic et al. 2019, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
lch5-3 a1l,acetylcholine,"Barnes et al. 2022, Jovanic et al. 2019, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
lch5-3 a1r,acetylcholine,"Barnes et al. 2022, Jovanic et al. 2019, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
lch5-5 a1l,acetylcholine,"Barnes et al. 2022, Jovanic et al. 2019, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
lch5-5 a1r,acetylcholine,"Barnes et al. 2022, Jovanic et al. 2019, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
nc1;left,acetylcholine,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Eichler, Li, Litwin-Kumar et al. 2017, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
nc1;right,acetylcholine,"Winding, Pedigo et al. 2023, Miroschnikow et al. 2018, Eichler, Li, Litwin-Kumar et al. 2017, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
nc2;left,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
nc2;right,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
pOLP;left,acetylcholine,"Winding, Pedigo et al. 2023, Larderet, Fritsch et al. 2017",4,larval_drosophila_melanogaster,cns,unpublished
picky 0 left,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
picky 0 left,glutamate,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",2,larval_drosophila_melanogaster,cns,unpublished
picky 0 right,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
picky 0 right,glutamate,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",2,larval_drosophila_melanogaster,cns,unpublished
picky 1 left,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
picky 1 left,glutamate,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",2,larval_drosophila_melanogaster,cns,unpublished
picky 1 right,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
picky 1 right,glutamate,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",2,larval_drosophila_melanogaster,cns,unpublished
picky 2 left,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
picky 2 left,glutamate,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",2,larval_drosophila_melanogaster,cns,unpublished
picky 2 right,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
picky 2 right,glutamate,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",2,larval_drosophila_melanogaster,cns,unpublished
picky 3 left,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
picky 3 left,glutamate,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",2,larval_drosophila_melanogaster,cns,unpublished
picky 3 right,gaba,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
picky 3 right,glutamate,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",2,larval_drosophila_melanogaster,cns,unpublished
picky 4 left,glutamate,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
picky 4 right,glutamate,"Winding, Pedigo et al. 2023, Berck, Khandelwal et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
sensory neuron projection_a2r,acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
v'ch a1l,acetylcholine,"Barnes et al. 2022, Jovanic et al. 2019, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
v'ch a1r,acetylcholine,"Barnes et al. 2022, Jovanic et al. 2019, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
vbd_a1l_,acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
vbd_a1r,acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
vchA/B a1l,acetylcholine,"Barnes et al. 2022, Jovanic et al. 2019, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
vchA/B a1r,acetylcholine,"Barnes et al. 2022, Jovanic et al. 2019, Valdes-Aleman et al. 2021, Ohyama, Schneider-Mizell et al. 2015, Jovanic, Schneider-Mizell et al. 2016",4,larval_drosophila_melanogaster,cns,unpublished
vpda_t3l,acetylcholine,Heckscher et al. 2015,2,larval_drosophila_melanogaster,cns,unpublished
